variant,contrast,a,b,n_pairs,p_abandon_a,p_abandon_b,diff,lo,hi,mcnemar_b,mcnemar_c,mcnemar_p,p_holm,set
instruct,SINGLE CLAIM vs 5 REPEATS (ctrl sys): auth_trust vs unanimous_plain,authority_zhu_unbiased_trust,asch_zhu_unbiased_unanimous_plain,802,0.48753117206982544,0.672069825436409,-0.18453865336658354,-0.22693266832917705,-0.14214463840399003,94,242,3.4895096406881804e-16,3.4895096406881804e-15,pooled
instruct,LEXICAL: confident(varied) vs plain(identical),asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_plain,802,0.8216957605985037,0.672069825436409,0.14962593516209477,0.11471321695760599,0.185785536159601,175,55,9.119447307622845e-16,8.20750257686056e-15,pooled
instruct,TONE: uncertain vs plain,asch_zhu_unbiased_unanimous_uncertain,asch_zhu_unbiased_unanimous_plain,802,0.5523690773067331,0.672069825436409,-0.11970074812967581,-0.15586034912718205,-0.08229426433915212,69,165,2.998854847923469e-10,2.399083878338775e-09,pooled
instruct,SINGLE CLAIM vs 5 REPEATS (warn sys): auth_bias vs asch_history_5,authoritative_bias,asch_history_5,802,0.5947630922693267,0.46633416458852867,0.128428927680798,0.0885286783042394,0.16832917705735662,193,90,8.769575482956727e-10,6.138702838069709e-09,pooled
instruct,SYS PROMPT+wording: auth_bias(warn) vs auth_trust(ctrl),authoritative_bias,authority_zhu_unbiased_trust,802,0.5947630922693267,0.48753117206982544,0.10723192019950124,0.06608478802992519,0.1483790523690773,184,98,3.400649075256279e-07,2.0403894451537675e-06,pooled
instruct,REPETITION 1 vs 5 (frame const),asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_plain,802,0.726932668329177,0.672069825436409,0.05486284289276808,0.014962593516209476,0.09600997506234414,159,115,0.00925993876871436,0.0462996938435718,pooled
instruct,CONSENSUS: DA(4+1) vs unanimous_plain,asch_zhu_unbiased_da,asch_zhu_unbiased_unanimous_plain,802,0.7007481296758105,0.672069825436409,0.028678304239401497,-0.0012468827930174563,0.05860349127182045,88,65,0.07496157752821145,0.2998463101128458,pooled
instruct,ALT OPTION: trust_da vs trust,authority_zhu_unbiased_trust_da,authority_zhu_unbiased_trust,802,0.516209476309227,0.48753117206982544,0.028678304239401497,-0.007481296758104738,0.06483790523690773,122,99,0.13872821933557242,0.4161846580067172,pooled
instruct,CONSENSUS: diverse vs unanimous_plain,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_unanimous_plain,802,0.6845386533665836,0.672069825436409,0.012468827930174564,-0.022443890274314215,0.04738154613466334,104,94,0.5225360220908679,1.0,pooled
instruct,LEXICAL: neutral(varied) vs plain(identical),asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,802,0.6708229426433915,0.672069825436409,-0.0012468827930174563,-0.03865336658354115,0.03740648379052369,116,117,1.0,1.0,pooled
instruct_dpo,SINGLE CLAIM vs 5 REPEATS (warn sys): auth_bias vs asch_history_5,authoritative_bias,asch_history_5,862,0.6148491879350348,0.45011600928074247,0.16473317865429235,0.12412993039443156,0.20533642691415313,243,101,1.221825603897478e-14,1.3440081642872257e-13,pooled
instruct_dpo,TONE: uncertain vs plain,asch_zhu_unbiased_unanimous_uncertain,asch_zhu_unbiased_unanimous_plain,862,0.45011600928074247,0.5846867749419954,-0.1345707656612529,-0.17053364269141533,-0.09860788863109049,71,187,3.2142488980965114e-13,3.2142488980965113e-12,pooled
instruct_dpo,FRAME+SYS: prior-users/warn vs participant/ctrl (5 ident both),asch_history_5,asch_zhu_unbiased_unanimous_plain,862,0.45011600928074247,0.5846867749419954,-0.1345707656612529,-0.1751740139211137,-0.09280742459396751,113,229,3.4287038037747453e-10,3.0858334233972707e-09,pooled
instruct_dpo,SYS PROMPT+wording: auth_bias(warn) vs auth_trust(ctrl),authoritative_bias,authority_zhu_unbiased_trust,862,0.6148491879350348,0.5034802784222738,0.11136890951276102,0.07192575406032482,0.15081206496519722,201,105,4.388154895910814e-08,3.5105239167286513e-07,pooled
instruct_dpo,SINGLE CLAIM vs 5 REPEATS (ctrl sys): auth_trust vs unanimous_plain,authority_zhu_unbiased_trust,asch_zhu_unbiased_unanimous_plain,862,0.5034802784222738,0.5846867749419954,-0.08120649651972157,-0.12296983758700696,-0.03944315545243619,138,208,0.0001984121436526501,0.0013888850055685507,pooled
instruct_dpo,LEXICAL: confident(varied) vs plain(identical),asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_plain,862,0.6554524361948956,0.5846867749419954,0.07076566125290024,0.033642691415313224,0.10788863109048724,165,104,0.00024013678299391532,0.001440820697963492,pooled
instruct_dpo,CONSENSUS: DA(4+1) vs unanimous_plain,asch_zhu_unbiased_da,asch_zhu_unbiased_unanimous_plain,862,0.574245939675174,0.5846867749419954,-0.010440835266821345,-0.042923433874709975,0.02088167053364269,91,100,0.5627984857910953,1.0,pooled
instruct_dpo,ALT OPTION: trust_da vs trust,authority_zhu_unbiased_trust_da,authority_zhu_unbiased_trust,862,0.5150812064965197,0.5034802784222738,0.01160092807424594,-0.025522041763341066,0.048723897911832945,137,127,0.5797228869417308,1.0,pooled
instruct_dpo,LEXICAL: neutral(varied) vs plain(identical),asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,862,0.5788863109048724,0.5846867749419954,-0.00580046403712297,-0.042923433874709975,0.031322505800464036,130,135,0.8059570329989922,1.0,pooled
instruct_dpo,REPETITION 1 vs 5 (frame const),asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_plain,862,0.5904872389791184,0.5846867749419954,0.00580046403712297,-0.031322505800464036,0.04408352668213457,140,135,0.8094467255252822,1.0,pooled
instruct_dpo,CONSENSUS: diverse vs unanimous_plain,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_unanimous_plain,862,0.5846867749419954,0.5846867749419954,0.0,-0.033642691415313224,0.03483178654292301,120,120,1.0,1.0,pooled
instruct_sft,LEXICAL: neutral(varied) vs plain(identical),asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,834,0.8609112709832134,0.7170263788968825,0.14388489208633093,0.11151079136690648,0.17625899280575538,163,43,1.2145424105100045e-17,1.335996651561005e-16,pooled
instruct_sft,LEXICAL: confident(varied) vs plain(identical),asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_plain,834,0.8609112709832134,0.7170263788968825,0.14388489208633093,0.11151079136690648,0.17625899280575538,165,45,2.709448135197839e-17,2.709448135197839e-16,pooled
instruct_sft,SINGLE CLAIM vs 5 REPEATS (ctrl sys): auth_trust vs unanimous_plain,authority_zhu_unbiased_trust,asch_zhu_unbiased_unanimous_plain,834,0.5575539568345323,0.7170263788968825,-0.15947242206235013,-0.19544364508393286,-0.1223021582733813,63,196,4.621953235066476e-17,4.1597579115598284e-16,pooled
instruct_sft,CONSENSUS: diverse vs unanimous_plain,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_unanimous_plain,834,0.5995203836930456,0.7170263788968825,-0.11750599520383694,-0.15230815347721818,-0.0815347721822542,74,172,3.6738054370202616e-10,2.9390443496162092e-09,pooled
instruct_sft,TONE: uncertain vs plain,asch_zhu_unbiased_unanimous_uncertain,asch_zhu_unbiased_unanimous_plain,834,0.8141486810551559,0.7170263788968825,0.09712230215827339,0.06354916067146282,0.13069544364508393,146,65,2.478056411715855e-08,1.7346394882010984e-07,pooled
instruct_sft,SINGLE CLAIM vs 5 REPEATS (warn sys): auth_bias vs asch_history_5,authoritative_bias,asch_history_5,834,0.6294964028776978,0.7146282973621103,-0.08513189448441247,-0.12709832134292565,-0.04316546762589928,119,190,6.37666455136831e-05,0.0003825998730820986,pooled
instruct_sft,SYS PROMPT+wording: auth_bias(warn) vs auth_trust(ctrl),authoritative_bias,authority_zhu_unbiased_trust,834,0.6294964028776978,0.5575539568345323,0.07194244604316546,0.03237410071942446,0.11151079136690648,170,110,0.00040299173219619967,0.0020149586609809985,pooled
instruct_sft,REPETITION 1 vs 5 (frame const),asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_plain,834,0.737410071942446,0.7170263788968825,0.02038369304556355,-0.014388489208633094,0.05515587529976019,120,103,0.2839463340473954,0.8720635643422101,pooled
instruct_sft,CONSENSUS: DA(4+1) vs unanimous_plain,asch_zhu_unbiased_da,asch_zhu_unbiased_unanimous_plain,834,0.7014388489208633,0.7170263788968825,-0.015587529976019185,-0.04316546762589928,0.01079136690647482,58,71,0.2906878547807367,0.8720635643422101,pooled
instruct_sft,ALT OPTION: trust_da vs trust,authority_zhu_unbiased_trust_da,authority_zhu_unbiased_trust,834,0.5491606714628298,0.5575539568345323,-0.008393285371702638,-0.04436450839328537,0.027577937649880094,113,120,0.6943539507711087,0.9503739873891942,pooled
instruct_sft,FRAME+SYS: prior-users/warn vs participant/ctrl (5 ident both),asch_history_5,asch_zhu_unbiased_unanimous_plain,834,0.7146282973621103,0.7170263788968825,-0.002398081534772182,-0.0407673860911271,0.03477218225419664,128,130,0.9503739873891942,0.9503739873891942,pooled
think,FRAME+SYS: prior-users/warn vs participant/ctrl (5 ident both),asch_history_5,asch_zhu_unbiased_unanimous_plain,1338,0.43871449925261585,0.9334828101644245,-0.4947683109118087,-0.523916292974589,-0.4648729446935725,28,690,2.723683595876226e-166,2.996051955463849e-165,pooled
think,SYS PROMPT+wording: auth_bias(warn) vs auth_trust(ctrl),authoritative_bias,authority_zhu_unbiased_trust,1338,0.42750373692077726,0.9155455904334828,-0.4880418535127055,-0.5186846038863976,-0.45739910313901344,50,703,1.9567038900463726e-148,1.9567038900463727e-147,pooled
think,CONSENSUS: DA(4+1) vs unanimous_plain,asch_zhu_unbiased_da,asch_zhu_unbiased_unanimous_plain,1338,0.9559043348281017,0.9334828101644245,0.02242152466367713,0.009715994020926755,0.035127055306427506,52,22,0.0006428073490507027,0.005785266141456325,pooled
think,SINGLE CLAIM vs 5 REPEATS (ctrl sys): auth_trust vs unanimous_plain,authority_zhu_unbiased_trust,asch_zhu_unbiased_unanimous_plain,1338,0.9155455904334828,0.9334828101644245,-0.017937219730941704,-0.033632286995515695,-0.002242152466367713,47,71,0.03378817547182585,0.2703054037746068,pooled
think,CONSENSUS: diverse vs unanimous_plain,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_unanimous_plain,1338,0.9431988041853513,0.9334828101644245,0.009715994020926755,-0.00523168908819133,0.02466367713004484,57,44,0.23230046428473874,1.0,pooled
think,SINGLE CLAIM vs 5 REPEATS (warn sys): auth_bias vs asch_history_5,authoritative_bias,asch_history_5,1338,0.42750373692077726,0.43871449925261585,-0.011210762331838564,-0.04185351270553064,0.020179372197309416,213,228,0.5050300565573824,1.0,pooled
think,REPETITION 1 vs 5 (frame const),asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_plain,1338,0.9282511210762332,0.9334828101644245,-0.00523168908819133,-0.01943198804185351,0.008968609865470852,44,51,0.538394026292168,1.0,pooled
think,ALT OPTION: trust_da vs trust,authority_zhu_unbiased_trust_da,authority_zhu_unbiased_trust,1338,0.9207772795216741,0.9155455904334828,0.00523168908819133,-0.01046337817638266,0.02092675635276532,59,52,0.5692202278035752,1.0,pooled
think,LEXICAL: confident(varied) vs plain(identical),asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_plain,1338,0.9372197309417041,0.9334828101644245,0.0037369207772795215,-0.009715994020926755,0.0171898355754858,47,42,0.6718086491746105,1.0,pooled
think,TONE: uncertain vs plain,asch_zhu_unbiased_unanimous_uncertain,asch_zhu_unbiased_unanimous_plain,1338,0.9349775784753364,0.9334828101644245,0.0014947683109118087,-0.01195814648729447,0.014947683109118086,45,43,0.915186504842877,1.0,pooled
think,LEXICAL: neutral(varied) vs plain(identical),asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,1338,0.9327354260089686,0.9334828101644245,-0.0007473841554559044,-0.014200298953662182,0.012705530642750373,40,41,1.0,1.0,pooled
think_dpo,FRAME+SYS: prior-users/warn vs participant/ctrl (5 ident both),asch_history_5,asch_zhu_unbiased_unanimous_plain,1251,0.4052757793764988,0.820943245403677,-0.41566746602717825,-0.4492406075139888,-0.381294964028777,93,613,9.244667257542913e-95,1.0169133983297204e-93,pooled
think_dpo,SYS PROMPT+wording: auth_bias(warn) vs auth_trust(ctrl),authoritative_bias,authority_zhu_unbiased_trust,1251,0.4140687450039968,0.7841726618705036,-0.3701039168665068,-0.4060751398880895,-0.3333333333333333,126,589,2.214911020012172e-72,2.2149110200121722e-71,pooled
think_dpo,SINGLE CLAIM vs 5 REPEATS (ctrl sys): auth_trust vs unanimous_plain,authority_zhu_unbiased_trust,asch_zhu_unbiased_unanimous_plain,1251,0.7841726618705036,0.820943245403677,-0.03677058353317346,-0.055955235811350916,-0.017585931254996003,50,96,0.00017503283959185122,0.001575295556326661,pooled
think_dpo,REPETITION 1 vs 5 (frame const),asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_plain,1251,0.7833733013589129,0.820943245403677,-0.037569944044764186,-0.05755395683453238,-0.017585931254996003,56,103,0.0002403676287630151,0.0019229410301041209,pooled
think_dpo,ALT OPTION: trust_da vs trust,authority_zhu_unbiased_trust_da,authority_zhu_unbiased_trust,1251,0.8057553956834532,0.7841726618705036,0.02158273381294964,0.002398081534772182,0.04156674660271783,93,66,0.03887799522278089,0.2721459665594662,pooled
think_dpo,SINGLE CLAIM vs 5 REPEATS (warn sys): auth_bias vs asch_history_5,authoritative_bias,asch_history_5,1256,0.4124203821656051,0.40445859872611467,0.007961783439490446,-0.02308917197452229,0.03980891719745223,209,199,0.6559634229180913,1.0,pooled
think_dpo,LEXICAL: confident(varied) vs plain(identical),asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_plain,1251,0.8161470823341327,0.820943245403677,-0.004796163069544364,-0.022402078337330118,0.013589128697042365,66,72,0.6705341002455005,1.0,pooled
think_dpo,CONSENSUS: DA(4+1) vs unanimous_plain,asch_zhu_unbiased_da,asch_zhu_unbiased_unanimous_plain,1251,0.8249400479616307,0.820943245403677,0.003996802557953637,-0.015187849720223821,0.023181454836131096,74,69,0.7381368030418517,1.0,pooled
think_dpo,CONSENSUS: diverse vs unanimous_plain,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_unanimous_plain,1251,0.8193445243804957,0.820943245403677,-0.0015987210231814548,-0.02238209432454037,0.019184652278177457,86,88,0.9395993719521457,1.0,pooled
think_dpo,LEXICAL: neutral(varied) vs plain(identical),asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,1251,0.820943245403677,0.820943245403677,0.0,-0.01838529176658673,0.01838529176658673,69,69,1.0,1.0,pooled
think_dpo,TONE: uncertain vs plain,asch_zhu_unbiased_unanimous_uncertain,asch_zhu_unbiased_unanimous_plain,1251,0.8217426059152678,0.820943245403677,0.0007993605115907274,-0.019184652278177457,0.020783373301358914,80,79,1.0,1.0,pooled
think_sft,FRAME+SYS: prior-users/warn vs participant/ctrl (5 ident both),asch_history_5,asch_zhu_unbiased_unanimous_plain,1255,0.43107569721115535,0.9171314741035856,-0.4860557768924303,-0.5179282868525896,-0.4541832669322709,44,654,2.0704043552575146e-140,2.277444790783266e-139,pooled
think_sft,SYS PROMPT+wording: auth_bias(warn) vs auth_trust(ctrl),authoritative_bias,authority_zhu_unbiased_trust,1255,0.45577689243027886,0.9115537848605577,-0.45577689243027886,-0.48844621513944225,-0.4239043824701195,59,631,7.484529383310671e-122,7.4845293833106705e-121,pooled
think_sft,LEXICAL: confident(varied) vs plain(identical),asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_plain,1255,0.9314741035856574,0.9171314741035856,0.014342629482071713,-0.0015936254980079682,0.030278884462151396,60,42,0.09183767826908244,0.8265391044217419,pooled
think_sft,SINGLE CLAIM vs 5 REPEATS (warn sys): auth_bias vs asch_history_5,authoritative_bias,asch_history_5,1255,0.45577689243027886,0.43107569721115535,0.024701195219123506,-0.006374501992031873,0.054183266932270914,208,177,0.12616921550161928,1.0,pooled
think_sft,ALT OPTION: trust_da vs trust,authority_zhu_unbiased_trust_da,authority_zhu_unbiased_trust,1255,0.9235059760956176,0.9115537848605577,0.01195219123505976,-0.00398406374501992,0.027888446215139442,60,45,0.17156469715424233,1.0,pooled
think_sft,CONSENSUS: diverse vs unanimous_plain,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_unanimous_plain,1255,0.9258964143426295,0.9171314741035856,0.008764940239043825,-0.00796812749003984,0.026294820717131476,64,53,0.35527968165224766,1.0,pooled
think_sft,LEXICAL: neutral(varied) vs plain(identical),asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,1255,0.9250996015936255,0.9171314741035856,0.00796812749003984,-0.007171314741035857,0.02390438247011952,57,47,0.37758392329809853,1.0,pooled
think_sft,REPETITION 1 vs 5 (frame const),asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_plain,1255,0.9083665338645418,0.9171314741035856,-0.008764940239043825,-0.026294820717131476,0.009561752988047808,59,70,0.3786876626931186,1.0,pooled
think_sft,CONSENSUS: DA(4+1) vs unanimous_plain,asch_zhu_unbiased_da,asch_zhu_unbiased_unanimous_plain,1255,0.9243027888446215,0.9171314741035856,0.007171314741035857,-0.009561752988047808,0.02390438247011952,62,53,0.4558140295551913,1.0,pooled
think_sft,SINGLE CLAIM vs 5 REPEATS (ctrl sys): auth_trust vs unanimous_plain,authority_zhu_unbiased_trust,asch_zhu_unbiased_unanimous_plain,1255,0.9115537848605577,0.9171314741035856,-0.005577689243027889,-0.02151394422310757,0.011155378486055778,53,60,0.5726564757939475,1.0,pooled
think_sft,TONE: uncertain vs plain,asch_zhu_unbiased_unanimous_uncertain,asch_zhu_unbiased_unanimous_plain,1255,0.9179282868525896,0.9171314741035856,0.0007968127490039841,-0.016733067729083666,0.01752988047808765,60,59,1.0,1.0,pooled
